id,value,languageId,frequencyRank
5727,"verknüpfen, verknüpft, verknüpfte, hat verknüpft",1,2936
5728,to tie,2,
5729,das Vorgehen,1,2937
5730,"action, approach",2,
5731,drüben,1,2938
5732,over there,2,
5733,"erschießen, erschießt, erschoss, hat erschossen",1,2939
5734,"der Nutzer, -",1,2940
5735,user,2,
5736,die Stabilität,1,2941
5737,stability,2,
5738,"verringern, verringert, verringerte, hat verringert",1,2942
5739,to reduce,2,
5740,juristisch,1,2943
5741,"legal, juridical",2,
5742,peinlich,1,2944
5743,embarrassing,2,
5744,"die Anstrengung, -en",1,2945
5745,effort,2,
5746,"der Nationalsozialist, -en (Nazi)",1,2946
5747,"National Socialist, Nazi",2,
5748,"rechtfertigen, rechtfertigt, rechtfertigte, hat gerechtfertigt",1,2947
5749,"das Zitat, -e",1,2948
5750,"quotation, quote",2,
5751,"die Anpassung, -en",1,2949
5752,adaptation,2,
5753,kaputt,1,2950
5754,"broken, ruined",2,
5755,die Menschheit,1,2951
5756,humanity,2,
5757,"die Note, -n",1,2952
5758,"note, grade",2,
5759,"seufzen, seufzt, seufzte, hat geseufzt",1,2953
5760,to sigh,2,
5761,die Achtung,1,2954
5762,"ausgleichen, gleicht aus, glich aus, hat ausgeglichen",1,2955
5763,"to even out, to reconcile",2,
5764,"der Pilot, -en",1,2956
5765,pilot,2,
5766,"die Vereinbarung, -en",1,2957
5767,agreement,2,
5768,"aufbrechen, bricht auf, brach auf, hat aufgebrochen",1,2958
5769,"to leave, to take off, to break open",2,
5770,"das Labor, -e",1,2959
5771,laboratory,2,
5772,"voraussetzen, setzt voraus, setzte voraus, hat vorausgesetzt",1,2960
5773,"to presuppose, to take for granted",2,
5774,divers,1,2961
5775,"diverse, various",2,
5776,"der Höhepunkt, -e",1,2962
5777,"highlight, peak",2,
5778,"die Wiese, -n",1,2963
5779,meadow,2,
5780,"die Anerkennung, -en",1,2964
5781,recognition,2,
5782,ausgeprägt,1,2965
5783,"distinct, pronounced, remarkable",2,
5784,"die Autobahn, -en",1,2966
5785,"expressway, motorway",2,
5786,"die Formulierung, -en",1,2967
5787,formulation,2,
5788,"die Berücksichtigung, -en",1,2968
5789,consideration,2,
5790,dementsprechend,1,2969
5791,accordingly,2,
5792,"der Schreck, -e",1,2970
5793,"fright, shock",2,
5794,"das Weihnachten, -",1,2971
5795,"der Anschluss, -̈e",1,2972
5796,connection,2,
5797,"entziehen, entzieht, entzog, hat entzogen",1,2973
5798,"to take away, to remove, to draw",2,
5799,"die Reduktion, -en",1,2974
5800,reduction,2,
5801,"das Schwein, -e",1,2975
5802,pig,2,
5803,"der Komplex, -e",1,2976
5804,sofern,1,2977
5805,"provided that, if",2,
5806,"anstreben, strebt an, strebte an, hat angestrebt",1,2978
5807,"to aim at, to strive (for), to aspire to",2,
5808,"beklagen, beklagt, beklagte, hat beklagt",1,2979
5809,"einigen, einigt, einigte, hat geeinigt",1,2980
5810,"to unite, to agree",2,
5811,"die Freundschaft, -en",1,2981
5812,friendship,2,
5813,"die Hütte, -n",1,2982
5814,"hut, cabin",2,
5815,"der Mantel, -̈",1,2983
5816,coat,2,
5817,"die Prognose, -n",1,2984
5818,"prognosis, forecast",2,
5819,zugehörig,1,2985
5820,"belonging, corresponding",2,
5821,analytisch,1,2986
5822,analytic,2,
5823,"das Anliegen, -",1,2987
5824,request,2,
5825,locker,1,2988
5826,"loose, relaxed",2,
5827,sonstig,1,2989
5828,"abwarten, wartet ab, wartete ab, hat abgewartet",1,2990
5829,"to wait, to wait out",2,
5830,bitter,1,2991
5831,bitter,2,
5832,permanent,1,2992
5833,permanent,2,
5834,"das Abkommen, -",1,2993
5835,"die Abstimmung, -en",1,2994
5836,"vote, coordination",2,
5837,"der Geschmack, -̈e",1,2995
5838,taste,2,
5839,"nachfolgen, folgt nach, folgte nach, ist nachgefolgt",1,2996
5840,"to follow, to succeed",2,
5841,"following, subsequently",2,
5842,"neigen, neigt, neigte, hat geneigt",1,2997
5843,"to bend, to lean",2,
5844,"die Rente, -n",1,2998
5845,"pension, retirement",2,
5846,"das Taxi, -s",1,2999
5847,taxi,2,
5848,vorhin,1,3000
5849,a short time ago,2,
5850,"die Zusammenfassung, -en",1,3001
5851,summary,2,
5852,"die Disziplin, -en",1,3002
5853,discipline,2,
5854,"der Aufstieg, -e",1,3003
5855,"climb, rise",2,
5856,keinerlei,1,3004
5857,no . . . at all,2,
5858,"der Mond, -e",1,3005
5859,moon,2,
5860,professionell,1,3006
5861,"das Semester, -",1,3007
5862,semester,2,
5863,"der Gastgeber, -",1,3008
5864,host,2,
5865,hinein,1,3009
5866,"in, into",2,
5867,kinetisch,1,3010
5868,kinetic,2,
5869,"das Skript, -e",1,3011
5870,"script, lecture notes",2,
5871,"vertreiben, vertreibt, vertrieb, hat vertrieben",1,3012
5872,"to drive out, to sell",2,
5873,zugänglich,1,3013
5874,accessible,2,
5875,zurzeit,1,3014
5876,"versterben, verstirbt, verstarb, ist verstorben",1,3015
5877,to pass away,2,
5878,"zurückhalten, hält zurück, hielt zurück, hat zurückgehalten",1,3016
5879,"to hold back, to restrain",2,
5880,"die Abweichung, -en",1,3017
5881,"difference, deviation, tolerance",2,
5882,"aufsetzen, setzt auf, setzte auf, hat aufgesetzt",1,3018
5883,to put on,2,
5884,langweilig,1,3019
5885,boring,2,
5886,"nachgehen, geht nach, ging nach, ist nachgegangen",1,3020
5887,"to follow, to pursue, to be slow",2,
5888,schief,1,3021
5889,"crooked, not straight",2,
5890,"die Wange, -n",1,3022
5891,cheek,2,
5892,"der Champion, -s",1,3023
5893,champion,2,
5894,"der Horizont, -e",1,3024
5895,horizon,2,
5896,"die Intensität, -en",1,3025
5897,intensity,2,
5898,"korrigieren, korrigiert, korrigierte, hat korrigiert",1,3026
5899,"to correct, to revise",2,
5900,die Linke,1,3027
5901,"left-wing party, Left Party",2,
5902,neunzig,1,3028
5903,ninety,2,
5904,"der Sänger, -",1,3029
5905,singer,2,
5906,"das Symptom, -e",1,3030
5907,symptom,2,
5908,einig,1,3031
5909,agreed,2,
5910,"die Auffassung, -en",1,3032
5911,point of view,2,
5912,herum,1,3033
5913,around,2,
5914,"das Kunstwerk, -e",1,3034
5915,work of art,2,
5916,"das Ministerium, -en",1,3035
5917,"ministry, department",2,
5918,"der Österreicher, -",1,3036
5919,stellvertretend,1,3037
5920,on behalf,2,
5921,"der Ursprung, -̈e",1,3038
5922,mündlich,1,3039
5923,oral,2,
5924,neugierig,1,3040
5925,curious,2,
5926,"jagen, jagt, jagte, hat gejagt",1,3041
5927,to hunt,2,
5928,"die Schwäche, -n",1,3042
5929,weakness,2,
5930,"das Minus, -se",1,3043
5931,"minus, deficit",2,
5932,"das Eisen, -",1,3044
5933,iron,2,
5934,Iran,1,3045
5935,Iran,2,
5936,"die Besonderheit, -en",1,3046
5937,"idiosyncracy, (special) feature, unique characteristic",2,
5938,"das Fett, -e",1,3047
5939,fat,2,
5940,"lenken, lenkt, lenkte, hat gelenkt",1,3048
5941,"to steer, to guide",2,
5942,"vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen",1,3049
5943,to pass,2,
5944,cool,1,3050
5945,"kleben, klebt, klebte, hat geklebt",1,3051
5946,to stick,2,
5947,"die Unsicherheit, -en",1,3052
5948,uncertainty,2,
5949,"beinhalten, beinhaltet, beinhaltete, hat beinhaltet",1,3053
5950,"to contain, to include",2,
5951,Irak,1,3054
5952,Iraq,2,
5953,virtuell,1,3055
5954,virtual,2,
5955,"der Vorname, -n",1,3056
5956,first name,2,
5957,"die Zeitschrift, -en",1,3057
5958,"magazine, journal",2,
5959,"absetzen, setzt ab, setzte ab, hat abgesetzt",1,3058
5960,"to drop off, to dismiss",2,
5961,"anführen, führt an, führte an, hat angeführt",1,3059
5962,"to lead, to command, to quote",2,
5963,"bestreiten, bestreitet, bestritt, hat bestritten",1,3060
5964,to dispute,2,
5965,"die These, -n",1,3061
5966,thesis,2,
5967,"begehen, begeht, beging, hat begangen",1,3062
5968,"to commit, to make, to celebrate",2,
5969,"der Besitz, -e",1,3063
5970,"property, possession",2,
5971,etliche,1,3064
5972,quite a few,2,
5973,"der Gläubiger, -",1,3065
5974,"creditor, believer",2,
5975,mitunter,1,3066
5976,from time to time,2,
5977,"rutschen, rutscht, rutschte, ist gerutscht",1,3067
5978,to slide,2,
5979,unzählig,1,3068
5980,countless,2,
5981,"das Zeug, -e",1,3069
5982,stuff,2,
5983,"die Anfrage, -n",1,3070
5984,"inquiry, request",2,
5985,"auswirken (sich), wirkt aus, wirkte aus, hat ausgewirkt",1,3071
5986,to have an effect,2,
5987,effizient,1,3072
5988,efficient,2,
5989,"erarbeiten, erarbeitet, erarbeitete, hat erarbeitet",1,3073
5990,to work for/out,2,
5991,"die Platte, -n",1,3074
5992,"disk, record, plate",2,
5993,siehe,1,3075
5994,see,2,
5995,verheiratet,1,3076
5996,married,2,
5997,"vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen",1,3077
5998,to pass by,2,
5999,temporary,2,
6000,"angucken, guckt an, guckte an, hat angeguckt (ankucken)",1,3078
6001,diskret,1,3079
6002,"discreet, confidential",2,
6003,"erstaunen, erstaunt, erstaunte, ist erstaunt",1,3080
6004,to astonish,2,
6005,"das Gymnasium, -en",1,3081
6006,secondary school,2,
6007,"isolieren, isoliert, isolierte, hat isoliert",1,3082
6008,"to isolate, to insulate",2,
6009,"der Mörder, -",1,3083
6010,murderer,2,
6011,erwachsen,1,3084
6012,"adult, grown-up",2,
6013,ökologisch,1,3085
6014,"ecological, organic",2,
6015,problematisch,1,3086
6016,problematic,2,
6017,"die Substitution, -en",1,3087
6018,"substitution, replacement",2,
6019,"der Tipp, -s",1,3088
6020,"tip, hint",2,
6021,"auffordern, fordert auf, forderte auf, hat aufgefordert",1,3089
6022,"to ask, to request",2,
6023,"der Hügel, -",1,3090
6024,hill,2,
6025,"der Kanton, -e",1,3091
6026,"canton (Switzerland), province",2,
6027,Sachsen,1,3092
6028,Saxony,2,
6029,schwanger,1,3093
6030,pregnant,2,
6031,"der Status, -",1,3094
6032,status,2,
6033,"das Stichwort, -̈er",1,3095
6034,"cue, key word",2,
6035,"das Tempo, -i",1,3096
6036,"pace, speed",2,
6037,wunderschön,1,3097
6038,"wonderful, lovely",2,
6039,"grüßen, grüßt, grüßte, hat gegrüßt",1,3098
6040,"der Weltmeister, -",1,3099
6041,world champion,2,
6042,"der Duft, -̈e",1,3100
6043,"(pleasant) smell, fragrance",2,
6044,hinweg,1,3101
6045,"(be) over, for (many years)",2,
6046,"aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt",1,3102
6047,"to show, to point out",2,
6048,"ausstatten, stattet aus, stattete aus, hat ausgestattet",1,3103
6049,"to furnish, to provide",2,
6050,"die Großmutter, -̈",1,3104
6051,grandmother,2,
6052,"die Leidenschaft, -en",1,3105
6053,passion,2,
6054,"der Parkplatz, -̈e",1,3106
6055,parking place,2,
6056,"formen, formt, formte, hat geformt",1,3107
6057,to form,2,
6058,ha,1,3108
6059,"die Universitätsbibliothek, -en",1,3109
6060,university library,2,
6061,"die Zusammensetzung, -en",1,3110
6062,composition,2,
6063,"die Ausführung, -en",1,3111
6064,"implementation, type",2,
6065,geheim,1,3112
6066,rechtzeitig,1,3113
6067,"punctual, in time",2,
6068,anwesend,1,3114
6069,"brüllen, brüllt, brüllte, hat gebrüllt",1,3115
6070,"to bellow, to roar, to shout",2,
6071,nass,1,3116
6072,wet,2,
6073,"der Quadratmeter, -",1,3117
6074,square meter,2,
6075,"der Turm, -̈e",1,3118
6076,tower,2,
6077,"die Beschwerde, -n",1,3119
6078,complaint,2,
6079,"das Gewissen, -",1,3120
6080,conscience,2,
6081,intelligent,1,3121
6082,intelligent,2,
6083,"stehlen, stiehlt, stahl, hat gestohlen",1,3122
6084,to steal,2,
6085,"betreuen, betreut, betreute, hat betreut",1,3123
6086,"to look after, to take care",2,
6087,"die Rahmenbedingung, -en",1,3124
6088,prevailing condition,2,
6089,"der Suizid, -e",1,3125
6090,suicide,2,
6091,benachbart,1,3126
6092,"neighboring, adjacent",2,
6093,explizit,1,3127
6094,gegebenenfalls,1,3128
6095,if necessary,2,
6096,"hintere (r, s)",1,3129
6097,rear,2,
6098,"schwingen, schwingt, schwang, hat geschwungen",1,3130
6099,to swing,2,
6100,"erleiden, erleidet, erlitt, hat erlitten",1,3131
6101,"der Export, -e",1,3132
6102,export,2,
6103,"kehren, kehrt, kehrte, hat gekehrt",1,3133
6104,to sweep,2,
6105,"die Phantasie, -n",1,3134
6106,"imagination, fantasy",2,
6107,"das Verbrechen, -",1,3135
6108,crime,2,
6109,"die Aktivierung, -en",1,3136
6110,activation,2,
6111,"aussuchen, sucht aus, suchte aus, hat ausgesucht",1,3137
6112,to choose,2,
6113,"die Dunkelheit, -en",1,3138
6114,darkness,2,
6115,"hauen, haut, haute, hat gehauen",1,3139
6116,"to hit, to hew, to slap",2,
6117,"das Stadion, -e",1,3140
6118,stadium,2,
6119,"die Übertragung, -en",1,3141
6120,"transmission, broadcast",2,
6121,der Wasserstoff,1,3142
6122,hydrogen,2,
6123,"der Anblick, -e",1,3143
6124,sight,2,
6125,"ausscheiden, scheidet aus, schied aus, hat ausgeschieden",1,3144
6126,"to leave, to retire, to be eliminated",2,
6127,"der Durchschnitt, -e",1,3145
6128,"das Klima, -s",1,3146
6129,climate,2,
6130,"vergrößern, vergrößert, vergrößerte, hat vergrößert",1,3147
6131,"to increase, to extend, to enlarge",2,
6132,"die Grafik, -en",1,3148
6133,graphic,2,
6134,"der Großteil, -e",1,3149
6135,"large part, majority",2,
6136,"die Motivation, -en",1,3150
6137,motivation,2,
6138,"die Software, -s",1,3151
6139,software,2,
6140,"versammeln, versammelt, versammelte, hat versammelt",1,3152
6141,"to assemble, to gather",2,
6142,wach,1,3153
6143,awake,2,
6144,der Hass,1,3154
6145,hatred,2,
6146,"strecken, streckt, streckte, hat gestreckt",1,3155
6147,to stretch,2,
6148,"telefonieren, telefoniert, telefonierte, hat telefoniert",1,3156
6149,to (make a telephone) call,2,
6150,"ertragen, erträgt, ertrug, hat ertragen",1,3157
6151,to bear,2,
6152,"die Ferne, -n",1,3158
6153,"das Gelände, -",1,3159
6154,"ground, site",2,
6155,"das Grundstück, -e",1,3160
6156,plot of land,2,
6157,wofür,1,3161
6158,for what,2,
6159,jederzeit,1,3162
6160,anytime,2,
6161,neutral,1,3163
6162,neutral,2,
6163,qualitativ,1,3164
6164,qualitative,2,
6165,feucht,1,3165
6166,damp,2,
6167,"der Großvater, -̈",1,3166
6168,grandfather,2,
6169,"die Lunge, -n",1,3167
6170,lung,2,
6171,mithilfe,1,3168
6172,with the aid of,2,
6173,"umwandeln, wandelt um, wandelte um, hat umgewandelt",1,3169
6174,"to convert, to change",2,
6175,Baden-Württemberg,1,3170
6176,Baden-Württemberg,2,
6177,das Mittelalter,1,3171
6178,Middle Ages,2,
6179,"die Sehnsucht, -̈e",1,3172
6180,longing,2,
6181,"ablegen, legt ab, legte ab, hat abgelegt",1,3173
6182,"to take off, to put, to file",2,
6183,furchtbar,1,3174
6184,"die Gründung, -en",1,3175
6185,"foundation, formation, establishment",2,
6186,"der Architekt, -en",1,3176
6187,architect,2,
6188,"differenzieren, differenziert, differenzierte, hat differenziert",1,3177
6189,to differentiate,2,
6190,"gewährleisten, gewährleistet, gewährleistete, hat gewährleistet",1,3178
6191,"das Regal, -e",1,3179
6192,shelf,2,
6193,"der Rucksack, -̈e",1,3180
6194,"rucksack, backpack",2,
6195,sensibel,1,3181
6196,sensitive,2,
6197,"die Vision, -en",1,3182
6198,vision,2,
6199,vordere,1,3183
6200,front,2,
6201,"die Börse, -n",1,3184
6202,stock market,2,
6203,"die Orientierung, -en",1,3185
6204,orientation,2,
6205,"schweben, schwebt, schwebte, ist geschwebt",1,3186
6206,"to float, to hover, to be in the balance",2,
6207,"der Teller, -",1,3187
6208,plate,2,
6209,"unterrichten, unterrichtet, unterrichtete, hat unterrichtet",1,3188
6210,"absolvieren, absolviert, absolvierte, hat absolviert",1,3189
6211,"to complete, to graduate",2,
6212,"einbeziehen, bezieht ein, bezog ein, hat einbezogen",1,3190
6213,to include,2,
6214,"die Fettsäure, -n",1,3191
6215,fatty acid,2,
6216,herrlich,1,3192
6217,marvelous,2,
6218,"untergehen, geht unter, ging unter, ist untergegangen",1,3193
6219,to go down,2,
6220,"die Einschränkung, -en",1,3194
6221,restriction,2,
6222,"erteilen, erteilt, erteilte, hat erteilt",1,3195
6223,"hervorgehen, geht hervor, ging hervor, ist hervorgegangen",1,3196
6224,"to come from, to follow",2,
6225,"ignorieren, ignoriert, ignorierte, hat ignoriert",1,3197
6226,to ignore,2,
6227,"der Stamm, -̈e",1,3198
6228,"trunk, stem, tribe",2,
6229,"pressen, presst, presste, hat gepresst",1,3199
6230,to press,2,
6231,radioaktiv,1,3200
6232,radioactive,2,
6233,unsicher,1,3201
6234,uncertain,2,
6235,"wiedersehen, sieht wieder, sah wieder, hat wiedergesehen",1,3202
6236,to see again,2,
6237,reunion,2,
6238,"das Datum, -en",1,3203
6239,date,2,
6240,"der Kellner, -",1,3204
6241,"waiter, waitress",2,
6242,"die Kiste, -n",1,3205
6243,"box, crate",2,
6244,"unterbringen, bringt unter, brachte unter, hat untergebracht",1,3206
6245,"to put (up), to accommodate",2,
6246,"vermögen, vermag, vermochte, hat vermocht",1,3207
6247,to be capable,2,
6248,fröhlich,1,3208
6249,cheerful,2,
6250,"das Grab, -̈er",1,3209
6251,grave,2,
6252,"motivieren, motiviert, motivierte, hat motiviert",1,3210
6253,to motivate,2,
6254,quantitativ,1,3211
6255,quantitative,2,
6256,"spalten, spaltet, spaltete, hat gespalten",1,3212
6257,to split,2,
6258,"das Vorhaben, -",1,3213
6259,"plan, project",2,
6260,"die Einigung, -en",1,3214
6261,heimlich,1,3215
6262,"der Pilz, -e",1,3216
6263,"mushroom, fungus",2,
6264,"die Route, -n",1,3217
6265,route,2,
6266,"der Supermarkt, -̈e",1,3218
6267,supermarket,2,
6268,"der Ausgang, -̈e",1,3219
6269,"exit, outcome, starting point",2,
6270,"der Beschluss, -̈e",1,3220
6271,"decision, resolution",2,
6272,die Bundeswehr,1,3221
6273,Armed Forces,2,
6274,"der Kerl, -e",1,3222
6275,"fellow, bloke",2,
6276,mechanisch,1,3223
6277,mechanical,2,
6278,"verdoppeln, verdoppelt, verdoppelte, hat verdoppelt",1,3224
6279,to double,2,
6280,"der Ausgleich, -e",1,3225
6281,"balancing, compensation, change",2,
6282,symmetrisch,1,3226
6283,symmetrical,2,
6284,"anklagen, klagt an, klagte an, hat angeklagt",1,3227
6285,to accuse,2,
6286,"die Behinderung, -en",1,3228
6287,"obstruction, handicap",2,
6288,"das Dokument, -e",1,3229
6289,document,2,
6290,"staunen, staunt, staunte, hat gestaunt",1,3230
6291,to be astonished,2,
6292,"die Varianz, -en",1,3231
6293,variance,2,
6294,"zuwenden, wendet zu, wendete zu, hat zugewendet",1,3232
6295,"to turn toward, to devote oneself to",2,
6296,"abschneiden, schneidet ab, schnitt ab, hat abgeschnitten",1,3233
6297,to cut off,2,
6298,anscheinend,1,3234
6299,"die Demonstration, -en",1,3235
6300,demonstration,2,
6301,"die Linse, -n",1,3236
6302,"lens, lentil",2,
6303,polnisch,1,3237
6304,Polish,2,
6305,"der Posten, -",1,3238
6306,"post, position",2,
6307,"zuschauen, schaut zu, schaute zu, hat zugeschaut",1,3239
6308,"abhalten, hält ab, hielt ab, hat abgehalten",1,3240
6309,to keep from,2,
6310,"die Arterie, -n",1,3241
6311,artery,2,
6312,"die Öffnung, -en",1,3242
6313,"opening, hole",2,
6314,"senden, sendet, sendete, hat gesendet",1,3243
6315,"to send, to broadcast",2,
6316,"gleiten, gleitet, glitt, ist geglitten",1,3244
6317,to glide,2,
6318,Norwegen,1,3245
6319,Norway,2,
6320,"schildern, schildert, schilderte, hat geschildert",1,3246
6321,"der Schrank, -̈e",1,3247
6322,"cabinet, wardrobe",2,
6323,der Terrorismus,1,3248
6324,terrorism,2,
6325,"der Wechselkurs, -e",1,3249
6326,exchange rate,2,
6327,"die Faust, -̈e",1,3250
6328,fist,2,
6329,"flüchten, flüchtet, flüchtete, ist geflüchtet",1,3251
6330,to flee,2,
6331,"lagern, lagert, lagerte, hat gelagert",1,3252
6332,"to store, to camp",2,
6333,"übertreiben, übertreibt, übertrieb, hat übertrieben",1,3253
6334,to exaggerate,2,
6335,"die Veröffentlichung, -en",1,3254
6336,publication,2,
6337,"der Bescheid, -e",1,3255
6338,"information, reply",2,
6339,"versagen, versagt, versagte, hat versagt",1,3256
6340,to fail,2,
6341,"der Innenminister, -",1,3257
6342,Minister of the Interior,2,
6343,klinisch,1,3258
6344,clinical,2,
6345,"wiegen, wiegt, wog, hat gewogen",1,3259
6346,to weigh,2,
6347,"der Eingriff, -e",1,3260
6348,"intervention, interference",2,
6349,indisch,1,3261
6350,Indian,2,
6351,"die Psychologie, -n",1,3262
6352,psychology,2,
6353,"die Digitalisierung, -en",1,3263
6354,digitalization,2,
6355,"die Einsicht, -en",1,3264
6356,"view, insight",2,
6357,"das Fräulein, -",1,3265
6358,"young lady, miss",2,
6359,"die Rose, -n",1,3266
6360,rose,2,
6361,"der Rückgang, -̈e",1,3267
6362,"fall, decline",2,
6363,"verwirren, verwirrt, verwirrte, hat verwirrt",1,3268
6364,to confuse,2,
6365,aufeinander,1,3269
6366,into/onto one another,2,
6367,"demonstrieren, demonstriert, demonstrierte, hat demonstriert",1,3270
6368,to demonstrate,2,
6369,"einleiten, leitet ein, leitete ein, hat eingeleitet",1,3271
6370,to introduce,2,
6371,"entwerfen, entwirft, entwarf, hat entworfen",1,3272
6372,to design,2,
6373,Hunderte,1,3273
6374,"der Leib, -er",1,3274
6375,objektiv,1,3275
6376,objective,2,
6377,"schaden, schadet, schadete, hat geschadet",1,3276
